發生年度,發生月份,發生日期,發生時間,事故類別名稱,處理單位名稱警局層,發生地點,天候名稱,光線名稱,道路類別-第1當事者-名稱,速限-第1當事者,道路型態大類別名稱,道路型態子類別名稱,事故位置大類別名稱,事故位置子類別名稱,路面狀況-路面鋪裝名稱,路面狀況-路面狀態名稱,路面狀況-路面缺陷名稱,道路障礙-障礙物名稱,道路障礙-視距品質名稱,道路障礙-視距名稱,號誌-號誌種類名稱,號誌-號誌動作名稱,車道劃分設施-分向設施大類別名稱,車道劃分設施-分向設施子類別名稱,車道劃分設施-分道設施-快車道或一般車道間名稱,車道劃分設施-分道設施-快慢車道間名稱,車道劃分設施-分道設施-路面邊線名稱,事故類型及型態大類別名稱,事故類型及型態子類別名稱,肇因研判大類別名稱-主要,肇因研判子類別名稱-主要,死亡受傷人數,當事者順位,當事者區分-類別-大類別名稱-車種,當事者區分-類別-子類別名稱-車種,當事者屬-性-別名稱,當事者事故發生時年齡,保護裝備名稱,行動電話或電腦或其他相類功能裝置名稱,當事者行動狀態大類別名稱,當事者行動狀態子類別名稱,車輛撞擊部位大類別名稱-最初,車輛撞擊部位子類別名稱-最初,車輛撞擊部位大類別名稱-其他,車輛撞擊部位子類別名稱-其他,肇因研判大類別名稱-個別,肇因研判子類別名稱-個別,肇事逃逸類別名稱-是否肇逃,經度,緯度
2023,7,20230701,000000,A2,國道公路警察局,嘉義縣水上鄉國道3號 303公里500.0公尺處南側向路肩,晴,無照明,國道,110,單路部分,直路,路段,快車道,柏油,乾燥,無缺陷,路上有停車,無遮蔽物,良好,無號誌,無號誌,中央分向島,寬式(50公分以上),車道線(附標記),未繪設快慢車道分隔線,有,車輛本身,撞護欄(樁),其他,其他不當駕車行為,死亡0;受傷2,1,小客車(含客、貨兩用),自用,女,63,繫安全帶(使用幼童安全椅),未使用,車的狀態,向右變換車道,汽車,前車頭,汽車,前車頭,其他,其他不當駕車行為,否,120.465788,23.425639
2023,7,20230702,122400,A2,南投縣政府警察局,南投縣南投市南陽路口 / 南投縣南投市平和街口,晴,有照明且開啟,市區道路,50,交岔路,三岔路,交叉路口,交叉口附近,柏油,乾燥,無缺陷,無障礙物,無遮蔽物,良好,無號誌,無號誌,雙向禁止超車線,無標記,未繪設車道線,未繪設快慢車道分隔線,有,車與車,其他,駕駛者,逆向行駛,死亡0;受傷1,1,機車,普通重型,女,66,戴半罩式安全帽,未使用,車的狀態,左轉彎,機車與自行車,前車頭,機車與自行車,前車頭,駕駛者,逆向行駛,否,120.689768,23.908719
2023,7,20230702,122400,A2,南投縣政府警察局,南投縣南投市南陽路口 / 南投縣南投市平和街口,晴,有照明且開啟,市區道路,50,交岔路,三岔路,交叉路口,交叉口附近,柏油,乾燥,無缺陷,無障礙物,無遮蔽物,良好,無號誌,無號誌,雙向禁止超車線,無標記,未繪設車道線,未繪設快慢車道分隔線,有,車與車,其他,駕駛者,逆向行駛,死亡0;受傷1,2,小客車(含客、貨兩用),自用,男,46,繫安全帶(使用幼童安全椅),未使用,車的狀態,起步,汽車,右前車頭(身),汽車,右前車頭(身),無(車輛駕駛者因素),尚未發現肇事因素,否,120.689768,23.908719
2023,7,20230702,125200,A2,臺北市政府警察局,臺北市士林區中山北路5段565號前0.0公尺,陰,有照明未開啟或故障,市區道路,40,單路部分,直路,路段,一般車道(未劃分快慢車道),柏油,濕潤,無缺陷,無障礙物,無遮蔽物,良好,無號誌,無號誌,雙向禁止超車線,附標記,未繪設車道線,未繪設快慢車道分隔線,有,車與車,追撞,駕駛者,未保持行車安全距離,死亡0;受傷3,1,機車,普通重型,男,38,戴半罩式安全帽,未使用,車的狀態,向前直行中,機車與自行車,前車頭,,,駕駛者,未保持行車安全距離,否,121.527828,25.095618
2023,7,20230702,125200,A2,臺北市政府警察局,臺北市士林區中山北路5段565號前0.0公尺,陰,有照明未開啟或故障,市區道路,40,單路部分,直路,路段,一般車道(未劃分快慢車道),柏油,濕潤,無缺陷,無障礙物,無遮蔽物,良好,無號誌,無號誌,雙向禁止超車線,附標記,未繪設車道線,未繪設快慢車道分隔線,有,車與車,追撞,駕駛者,未保持行車安全距離,死亡0;受傷3,2,機車,普通重型,男,21,戴半罩式安全帽,未使用,車的狀態,急減速或急停止,機車與自行車,後車尾,,,無(車輛駕駛者因素),尚未發現肇事因素,否,121.527828,25.095618
2023,7,20230702,125200,A2,臺北市政府警察局,臺北市士林區中山北路5段565號前0.0公尺,陰,有照明未開啟或故障,市區道路,40,單路部分,直路,路段,一般車道(未劃分快慢車道),柏油,濕潤,無缺陷,無障礙物,無遮蔽物,良好,無號誌,無號誌,雙向禁止超車線,附標記,未繪設車道線,未繪設快慢車道分隔線,有,車與車,追撞,駕駛者,未保持行車安全距離,死亡0;受傷3,3,機車,普通重型,女,24,戴半罩式安全帽,未使用,車的狀態,急減速或急停止,機車與自行車,後車尾,,,無(車輛駕駛者因素),尚未發現肇事因素,否,121.527828,25.095618
2023,7,20230702,125200,A2,臺北市政府警察局,臺北市士林區中山北路5段565號前0.0公尺,陰,有照明未開啟或故障,市區道路,40,單路部分,直路,路段,一般車道(未劃分快慢車道),柏油,濕潤,無缺陷,無障礙物,無遮蔽物,良好,無號誌,無號誌,雙向禁止超車線,附標記,未繪設車道線,未繪設快慢車道分隔線,有,車與車,追撞,駕駛者,未保持行車安全距離,死亡0;受傷3,4,機車,普通重型,男,72,戴半罩式安全帽,未使用,車的狀態,急減速或急停止,機車與自行車,後車尾,,,無(車輛駕駛者因素),尚未發現肇事因素,否,121.527828,25.095618
2023,7,20230702,125700,A2,新北市政府警察局,新北市三重區民生東街 / 新北市三重區大智街,晴,無照明,市區道路,50,交岔路,四岔路,交叉路口,交叉路口內,柏油,乾燥,無缺陷,無障礙物,無遮蔽物,良好,無號誌,無號誌,無,無分向設施,未繪設車道線,未繪設快慢車道分隔線,無,車與車,路口交岔撞,駕駛者,無號誌路口，支線道未讓幹線道先行,死亡0;受傷3,1,機車,普通重型,男,43,不明,未使用,車的狀態,向前直行中,機車與自行車,前車頭,,,駕駛者,無號誌路口，支線道未讓幹線道先行,否,121.492511,25.068240
2023,7,20230702,125700,A2,新北市政府警察局,新北市三重區民生東街 / 新北市三重區大智街,晴,無照明,市區道路,50,交岔路,四岔路,交叉路口,交叉路口內,柏油,乾燥,無缺陷,無障礙物,無遮蔽物,良好,無號誌,無號誌,無,無分向設施,未繪設車道線,未繪設快慢車道分隔線,無,車與車,路口交岔撞,駕駛者,無號誌路口，支線道未讓幹線道先行,死亡0;受傷3,2,機車,普通重型,女,36,不明,未使用,車的狀態,向前直行中,機車與自行車,右側車身,,,駕駛者,未依規定減速,否,121.492511,25.068240
2023,7,20230702,125700,A2,新北市政府警察局,新北市三重區民生東街 / 新北市三重區大智街,晴,無照明,市區道路,50,交岔路,四岔路,交叉路口,交叉路口內,柏油,乾燥,無缺陷,無障礙物,無遮蔽物,良好,無號誌,無號誌,無,無分向設施,未繪設車道線,未繪設快慢車道分隔線,無,車與車,路口交岔撞,駕駛者,無號誌路口，支線道未讓幹線道先行,死亡0;受傷3,3,人,乘客,女,33,不明,非駕駛人,人的狀態,其他,其他,非汽、機及自行車,,,無(非車輛駕駛人因素),尚未發現肇事因素,否,121.492511,25.068240
2023,7,20230702,125724,A2,嘉義縣警察局,嘉義縣民雄鄉豐收村好收75-1號旁十字路口,晴,無照明,村里道路,30,交岔路,四岔路,交叉路口,交叉路口內,柏油,乾燥,無缺陷,無障礙物,無遮蔽物,良好,無號誌,無號誌,無,無分向設施,未繪設車道線,未繪設快慢車道分隔線,無,車與車,路口交岔撞,駕駛者,無號誌路口，左方車未讓右方車先行,死亡0;受傷1,1,機車,普通重型,男,65,戴半罩式安全帽,未使用,車的狀態,向前直行中,機車與自行車,右側車身,機車與自行車,右側車身,駕駛者,無號誌路口，左方車未讓右方車先行,否,120.447356,23.560875
2023,7,20230702,125724,A2,嘉義縣警察局,嘉義縣民雄鄉豐收村好收75-1號旁十字路口,晴,無照明,村里道路,30,交岔路,四岔路,交叉路口,交叉路口內,柏油,乾燥,無缺陷,無障礙物,無遮蔽物,良好,無號誌,無號誌,無,無分向設施,未繪設車道線,未繪設快慢車道分隔線,無,車與車,路口交岔撞,駕駛者,無號誌路口，左方車未讓右方車先行,死亡0;受傷1,2,小客車(含客、貨兩用),自用,女,55,繫安全帶(使用幼童安全椅),未使用,車的狀態,向前直行中,汽車,前車頭,汽車,前車頭,駕駛者,未依規定減速,否,120.447356,23.560875
2023,7,20230702,130000,A2,臺北市政府警察局,臺北市萬華區西藏路 / 臺北市萬華區西園路2段,晴,有照明且開啟,市區道路,50,交岔路,四岔路,交叉路口,交叉路口內,柏油,濕潤,無缺陷,無障礙物,無遮蔽物,良好,行車管制號誌,正常,行車分向線,無標記,車道線(無標記),快慢車道分隔線,無,車與車,其他,駕駛者,有號誌路口，轉彎車未讓直行車先行,死亡0;受傷1,1,小客車(含客、貨兩用),自用,男,50,繫安全帶(使用幼童安全椅),不明,車的狀態,左轉彎,其他,無撞擊,,,駕駛者,有號誌路口，轉彎車未讓直行車先行,否,121.495549,25.028762
2023,7,20230702,130000,A2,臺北市政府警察局,臺北市萬華區西藏路 / 臺北市萬華區西園路2段,晴,有照明且開啟,市區道路,50,交岔路,四岔路,交叉路口,交叉路口內,柏油,濕潤,無缺陷,無障礙物,無遮蔽物,良好,行車管制號誌,正常,行車分向線,無標記,車道線(無標記),快慢車道分隔線,無,車與車,其他,駕駛者,有號誌路口，轉彎車未讓直行車先行,死亡0;受傷1,2,機車,普通重型,男,38,戴半罩式安全帽,不明,車的狀態,向前直行中,其他,無撞擊,,,駕駛者,閃避不當(慎),否,121.495549,25.028762
2023,7,20230702,130000,A2,臺北市政府警察局,臺北市信義區松德路128號前0.0公尺,晴,有照明未開啟或故障,市區道路,50,單路部分,直路,路段,快車道,柏油,油滑,無缺陷,無障礙物,無遮蔽物,良好,無號誌,無號誌,中央分向島,寬式(50公分以上),車道線(無標記),快慢車道分隔線,無,車與車,其他,其他,肇事逃逸未查獲，無法查明肇因,死亡0;受傷6,1,,,肇事逃逸尚未查獲,0,,,,,,,,,,肇事逃逸未查獲，無法查明肇因,是,121.574596,25.037220
2023,7,20230702,130000,A2,臺北市政府警察局,臺北市信義區松德路128號前0.0公尺,晴,有照明未開啟或故障,市區道路,50,單路部分,直路,路段,快車道,柏油,油滑,無缺陷,無障礙物,無遮蔽物,良好,無號誌,無號誌,中央分向島,寬式(50公分以上),車道線(無標記),快慢車道分隔線,無,車與車,其他,其他,肇事逃逸未查獲，無法查明肇因,死亡0;受傷6,2,機車,普通重型,男,32,戴半罩式安全帽,未使用,車的狀態,向前直行中,機車與自行車,左側車身,,,無(車輛駕駛者因素),尚未發現肇事因素,否,121.574596,25.037220
2023,7,20230702,130000,A2,臺北市政府警察局,臺北市信義區松德路128號前0.0公尺,晴,有照明未開啟或故障,市區道路,50,單路部分,直路,路段,快車道,柏油,油滑,無缺陷,無障礙物,無遮蔽物,良好,無號誌,無號誌,中央分向島,寬式(50公分以上),車道線(無標記),快慢車道分隔線,無,車與車,其他,其他,肇事逃逸未查獲，無法查明肇因,死亡0;受傷6,3,機車,普通重型,男,33,戴半罩式安全帽,未使用,車的狀態,向前直行中,機車與自行車,左側車身,,,無(車輛駕駛者因素),尚未發現肇事因素,否,121.574596,25.037220
2023,7,20230702,130000,A2,臺北市政府警察局,臺北市信義區松德路128號前0.0公尺,晴,有照明未開啟或故障,市區道路,50,單路部分,直路,路段,快車道,柏油,油滑,無缺陷,無障礙物,無遮蔽物,良好,無號誌,無號誌,中央分向島,寬式(50公分以上),車道線(無標記),快慢車道分隔線,無,車與車,其他,其他,肇事逃逸未查獲，無法查明肇因,死亡0;受傷6,4,機車,普通重型,女,30,戴半罩式安全帽,未使用,車的狀態,向前直行中,機車與自行車,左側車身,,,無(車輛駕駛者因素),尚未發現肇事因素,否,121.574596,25.037220
2023,7,20230702,130000,A2,臺北市政府警察局,臺北市信義區松德路128號前0.0公尺,晴,有照明未開啟或故障,市區道路,50,單路部分,直路,路段,快車道,柏油,油滑,無缺陷,無障礙物,無遮蔽物,良好,無號誌,無號誌,中央分向島,寬式(50公分以上),車道線(無標記),快慢車道分隔線,無,車與車,其他,其他,肇事逃逸未查獲，無法查明肇因,死亡0;受傷6,5,人,乘客,男,31,戴半罩式安全帽,非駕駛人,人的狀態,靜立(止),其他,非汽、機及自行車,,,無(非車輛駕駛人因素),尚未發現肇事因素,否,121.574596,25.037220
2023,7,20230702,130000,A2,臺北市政府警察局,臺北市信義區松德路128號前0.0公尺,晴,有照明未開啟或故障,市區道路,50,單路部分,直路,路段,快車道,柏油,油滑,無缺陷,無障礙物,無遮蔽物,良好,無號誌,無號誌,中央分向島,寬式(50公分以上),車道線(無標記),快慢車道分隔線,無,車與車,其他,其他,肇事逃逸未查獲，無法查明肇因,死亡0;受傷6,6,機車,普通重型,男,23,戴半罩式安全帽,未使用,車的狀態,向前直行中,機車與自行車,左側車身,,,無(車輛駕駛者因素),尚未發現肇事因素,否,121.574596,25.037220
2023,7,20230702,130000,A2,臺北市政府警察局,臺北市信義區松德路128號前0.0公尺,晴,有照明未開啟或故障,市區道路,50,單路部分,直路,路段,快車道,柏油,油滑,無缺陷,無障礙物,無遮蔽物,良好,無號誌,無號誌,中央分向島,寬式(50公分以上),車道線(無標記),快慢車道分隔線,無,車與車,其他,其他,肇事逃逸未查獲，無法查明肇因,死亡0;受傷6,7,機車,普通重型,女,24,戴半罩式安全帽,未使用,車的狀態,向前直行中,機車與自行車,左側車身,,,無(車輛駕駛者因素),尚未發現肇事因素,否,121.574596,25.037220
2023,7,20230702,130700,A2,臺北市政府警察局,臺北市中正區杭州南路1段 / 臺北市中正區丹陽街,雨,有照明未開啟或故障,市區道路,50,交岔路,三岔路,交叉路口,交叉口附近,柏油,濕潤,無缺陷,無障礙物,無遮蔽物,良好,無號誌,無號誌,行車分向線,無標記,車道線(無標記),未繪設快慢車道分隔線,有,車與車,側撞,駕駛者,左轉彎未依規定,死亡0;受傷1,1,小客車(含客、貨兩用),自用,男,34,繫安全帶(使用幼童安全椅),未使用,車的狀態,左轉彎,汽車,左側車身,,,駕駛者,左轉彎未依規定,否,121.525378,25.039019
2023,7,20230702,130700,A2,臺北市政府警察局,臺北市中正區杭州南路1段 / 臺北市中正區丹陽街,雨,有照明未開啟或故障,市區道路,50,交岔路,三岔路,交叉路口,交叉口附近,柏油,濕潤,無缺陷,無障礙物,無遮蔽物,良好,無號誌,無號誌,行車分向線,無標記,車道線(無標記),未繪設快慢車道分隔線,有,車與車,側撞,駕駛者,左轉彎未依規定,死亡0;受傷1,2,機車,普通輕型,男,63,戴非半罩式安全帽,未使用,車的狀態,向前直行中,機車與自行車,前車頭,,,駕駛者,未依規定減速,否,121.525378,25.039019
2023,7,20230702,133100,A2,南投縣政府警察局,南投縣南投市彰南路二段587號前0.0公尺,晴,無照明,市區道路,50,單路部分,直路,路段,一般車道(未劃分快慢車道),柏油,乾燥,無缺陷,無障礙物,無遮蔽物,良好,行車管制號誌,正常,行車分向線,無標記,車道線(無標記),未繪設快慢車道分隔線,有,人與車,其他,非駕駛者,上下車輛時未注意安全,死亡0;受傷1,1,人,乘客,女,61,繫安全帶(使用幼童安全椅),非駕駛人,人的狀態,上、下車,其他,非汽、機及自行車,,,非駕駛者,上下車輛時未注意安全,否,120.677851,23.919620
2023,7,20230702,133100,A2,南投縣政府警察局,南投縣南投市彰南路二段587號前0.0公尺,晴,無照明,市區道路,50,單路部分,直路,路段,一般車道(未劃分快慢車道),柏油,乾燥,無缺陷,無障礙物,無遮蔽物,良好,行車管制號誌,正常,行車分向線,無標記,車道線(無標記),未繪設快慢車道分隔線,有,人與車,其他,非駕駛者,上下車輛時未注意安全,死亡0;受傷1,2,機車,普通重型,女,25,戴半罩式安全帽,未使用,車的狀態,向前直行中,機車與自行車,左側車身,,,駕駛者,違反車輛專用標誌(線),否,120.677851,23.919620
2023,7,20230702,133100,A2,南投縣政府警察局,南投縣南投市彰南路二段587號前0.0公尺,晴,無照明,市區道路,50,單路部分,直路,路段,一般車道(未劃分快慢車道),柏油,乾燥,無缺陷,無障礙物,無遮蔽物,良好,行車管制號誌,正常,行車分向線,無標記,車道線(無標記),未繪設快慢車道分隔線,有,人與車,其他,非駕駛者,上下車輛時未注意安全,死亡0;受傷1,3,小貨車(含客、貨兩用),自用,男,72,繫安全帶(使用幼童安全椅),未使用,車的狀態,等待(引擎未熄火),汽車,右側車身,,,其他,違規(臨時)停車,否,120.677851,23.919620
2023,7,20230702,135500,A2,嘉義縣警察局,嘉義縣朴子市大葛里祥和三路西段口 / 嘉義縣朴子市朴子三路,晴,無照明,市區道路,50,交岔路,四岔路,交叉路口,交叉路口內,柏油,乾燥,無缺陷,其他障礙物,無遮蔽物,良好,行車管制號誌,正常,無,無分向設施,未繪設車道線,未繪設快慢車道分隔線,無,車與車,側撞,駕駛者,左轉彎未依規定,死亡0;受傷2,1,機車,普通重型,男,76,戴半罩式安全帽,未使用,車的狀態,左轉彎,機車與自行車,左側車身,,,駕駛者,左轉彎未依規定,否,120.287931,23.455482
2023,7,20230702,135500,A2,嘉義縣警察局,嘉義縣朴子市大葛里祥和三路西段口 / 嘉義縣朴子市朴子三路,晴,無照明,市區道路,50,交岔路,四岔路,交叉路口,交叉路口內,柏油,乾燥,無缺陷,其他障礙物,無遮蔽物,良好,行車管制號誌,正常,無,無分向設施,未繪設車道線,未繪設快慢車道分隔線,無,車與車,側撞,駕駛者,左轉彎未依規定,死亡0;受傷2,2,小貨車(含客、貨兩用),自用,女,60,繫安全帶(使用幼童安全椅),未使用,車的狀態,向前直行中,汽車,右前車頭(身),,,無(車輛駕駛者因素),尚未發現肇事因素,否,120.287931,23.455482
2023,7,20230702,135500,A2,嘉義縣警察局,嘉義縣朴子市大葛里祥和三路西段口 / 嘉義縣朴子市朴子三路,晴,無照明,市區道路,50,交岔路,四岔路,交叉路口,交叉路口內,柏油,乾燥,無缺陷,其他障礙物,無遮蔽物,良好,行車管制號誌,正常,無,無分向設施,未繪設車道線,未繪設快慢車道分隔線,無,車與車,側撞,駕駛者,左轉彎未依規定,死亡0;受傷2,3,人,乘客,女,37,戴半罩式安全帽,非駕駛人,人的狀態,其他,其他,非汽、機及自行車,,,無(非車輛駕駛人因素),尚未發現肇事因素,否,120.287931,23.455482
2023,7,20230702,135600,A2,澎湖縣政府警察局,澎湖縣馬公市東文里文學路255巷2號前0.0公尺口,晴,有照明未開啟或故障,市區道路,30,交岔路,三岔路,交叉路口,交叉路口內,柏油,乾燥,無缺陷,無障礙物,無遮蔽物,良好,無號誌,無號誌,無,無分向設施,未繪設車道線,未繪設快慢車道分隔線,無,車與車,側撞,駕駛者,無號誌路口，轉彎車未讓直行車先行,死亡0;受傷2,1,機車,普通重型,女,47,戴非半罩式安全帽,未使用,車的狀態,左轉彎,機車與自行車,右側車身,,,駕駛者,無號誌路口，轉彎車未讓直行車先行,否,119.582214,23.561754
2023,7,20230702,135600,A2,澎湖縣政府警察局,澎湖縣馬公市東文里文學路255巷2號前0.0公尺口,晴,有照明未開啟或故障,市區道路,30,交岔路,三岔路,交叉路口,交叉路口內,柏油,乾燥,無缺陷,無障礙物,無遮蔽物,良好,無號誌,無號誌,無,無分向設施,未繪設車道線,未繪設快慢車道分隔線,無,車與車,側撞,駕駛者,無號誌路口，轉彎車未讓直行車先行,死亡0;受傷2,2,機車,普通重型,男,30,戴半罩式安全帽,未使用,車的狀態,向前直行中,機車與自行車,前車頭,,,駕駛者,恍神、緊張、心不在焉分心駕駛,否,119.582214,23.561754
2023,7,20230702,135900,A2,臺北市政府警察局,臺北市南港區南港路1段 / 臺北市南港區興中路,晴,無照明,市區道路,50,交岔路,四岔路,交叉路口,交叉路口內,柏油,乾燥,無缺陷,無障礙物,無遮蔽物,良好,行車管制號誌(附設行人專用號誌),正常,行車分向線,無標記,車道線(無標記),未繪設快慢車道分隔線,無,車與車,側撞,駕駛者,迴轉未依規定,死亡0;受傷1,1,小客車(含客、貨兩用),自用,男,30,繫安全帶(使用幼童安全椅),未使用,車的狀態,迴轉或橫越道路中,汽車,右側車身,,,駕駛者,迴轉未依規定,否,121.607440,25.054534
2023,7,20230702,135900,A2,臺北市政府警察局,臺北市南港區南港路1段 / 臺北市南港區興中路,晴,無照明,市區道路,50,交岔路,四岔路,交叉路口,交叉路口內,柏油,乾燥,無缺陷,無障礙物,無遮蔽物,良好,行車管制號誌(附設行人專用號誌),正常,行車分向線,無標記,車道線(無標記),未繪設快慢車道分隔線,無,車與車,側撞,駕駛者,迴轉未依規定,死亡0;受傷1,2,機車,普通重型,男,23,戴半罩式安全帽,未使用,車的狀態,向前直行中,機車與自行車,前車頭,,,無(車輛駕駛者因素),尚未發現肇事因素,否,121.607440,25.054534
2023,7,20230702,140544,A2,航空警察局,臺中市沙鹿區臺中機場前,晴,有照明未開啟或故障,市區道路,40,交岔路,三岔路,交叉路口,交叉路口內,柏油,乾燥,無缺陷,無障礙物,無遮蔽物,良好,行車管制號誌,正常,中央分向島,寬式(50公分以上),禁止變換車道線(附標記),快慢車道分隔線,有,車與車,同向擦撞,駕駛者,有號誌路口，轉彎車未讓直行車先行,死亡0;受傷1,1,小客車(含客、貨兩用),自用,男,22,繫安全帶(使用幼童安全椅),未使用,車的狀態,其他,汽車,右前車頭(身),汽車,前車頭,駕駛者,有號誌路口，轉彎車未讓直行車先行,否,120.598692,24.253000
2023,7,20230702,140544,A2,航空警察局,臺中市沙鹿區臺中機場前,晴,有照明未開啟或故障,市區道路,40,交岔路,三岔路,交叉路口,交叉路口內,柏油,乾燥,無缺陷,無障礙物,無遮蔽物,良好,行車管制號誌,正常,中央分向島,寬式(50公分以上),禁止變換車道線(附標記),快慢車道分隔線,有,車與車,同向擦撞,駕駛者,有號誌路口，轉彎車未讓直行車先行,死亡0;受傷1,2,機車,普通重型,女,34,戴半罩式安全帽,未使用,車的狀態,向前直行中,機車與自行車,左側車身,機車與自行車,前車頭,駕駛者,未保持行車安全距離,否,120.598692,24.253000
2023,7,20230702,140644,A2,南投縣政府警察局,南投縣草屯鎮中正路與登輝路口,晴,有照明且開啟,省道,50,單路部分,直路,路段,一般車道(未劃分快慢車道),柏油,乾燥,無缺陷,無障礙物,無遮蔽物,良好,行車管制號誌(附設行人專用號誌),正常,雙向禁止超車線,無標記,車道線(無標記),快慢車道分隔線,有,車與車,側撞,駕駛者,違反禁止迴轉或迴車標誌,死亡0;受傷1,1,小客車(含客、貨兩用),自用,女,35,繫安全帶(使用幼童安全椅),未使用,車的狀態,迴轉或橫越道路中,汽車,左前車頭(身),,,駕駛者,違反禁止迴轉或迴車標誌,否,120.687590,23.988801
2023,7,20230702,140644,A2,南投縣政府警察局,南投縣草屯鎮中正路與登輝路口,晴,有照明且開啟,省道,50,單路部分,直路,路段,一般車道(未劃分快慢車道),柏油,乾燥,無缺陷,無障礙物,無遮蔽物,良好,行車管制號誌(附設行人專用號誌),正常,雙向禁止超車線,無標記,車道線(無標記),快慢車道分隔線,有,車與車,側撞,駕駛者,違反禁止迴轉或迴車標誌,死亡0;受傷1,2,機車,普通重型,女,46,戴半罩式安全帽,未使用,車的狀態,向前直行中,機車與自行車,前車頭,,,無(車輛駕駛者因素),尚未發現肇事因素,否,120.687590,23.988801
2023,7,20230702,141300,A2,臺北市政府警察局,臺北市內湖區新明路 / 臺北市內湖區潭美街,陰,無照明,市區道路,30,交岔路,三岔路,交叉路口,交叉路口內,柏油,乾燥,無缺陷,無障礙物,無遮蔽物,良好,無號誌,無號誌,無,無分向設施,未繪設車道線,未繪設快慢車道分隔線,無,車與車,側撞,駕駛者,無號誌路口，轉彎車未讓直行車先行,死亡0;受傷2,1,機車,普通重型,女,51,戴半罩式安全帽,未使用,車的狀態,左轉彎,機車與自行車,左側車身,,,駕駛者,無號誌路口，轉彎車未讓直行車先行,否,121.580111,25.053785
2023,7,20230702,141300,A2,臺北市政府警察局,臺北市內湖區新明路 / 臺北市內湖區潭美街,陰,無照明,市區道路,30,交岔路,三岔路,交叉路口,交叉路口內,柏油,乾燥,無缺陷,無障礙物,無遮蔽物,良好,無號誌,無號誌,無,無分向設施,未繪設車道線,未繪設快慢車道分隔線,無,車與車,側撞,駕駛者,無號誌路口，轉彎車未讓直行車先行,死亡0;受傷2,2,機車,普通重型,女,21,戴半罩式安全帽,未使用,車的狀態,向前直行中,機車與自行車,前車頭,,,駕駛者,未靠右行駛,否,121.580111,25.053785
2023,7,20230702,142800,A2,彰化縣警察局,彰化縣和美鎮鐵山里鎮東路298巷38號前,晴,無照明,村里道路,50,單路部分,直路,路段,一般車道(未劃分快慢車道),柏油,乾燥,無缺陷,無障礙物,無遮蔽物,良好,無號誌,無號誌,無,無分向設施,未繪設車道線,未繪設快慢車道分隔線,有,車輛本身,路上翻車、摔倒,無(車輛駕駛者因素),尚未發現肇事因素,死亡0;受傷1,1,慢車,腳踏自行車,男,85,其他(無需使用保護裝備之人),未使用,車的狀態,向前直行中,其他,不明,其他,不明,無(車輛駕駛者因素),尚未發現肇事因素,否,120.520237,24.100256
2023,7,20230702,142800,A2,彰化縣警察局,彰化縣和美鎮鐵山里鎮東路298巷38號前,晴,無照明,村里道路,50,單路部分,直路,路段,一般車道(未劃分快慢車道),柏油,乾燥,無缺陷,無障礙物,無遮蔽物,良好,無號誌,無號誌,無,無分向設施,未繪設車道線,未繪設快慢車道分隔線,有,車輛本身,路上翻車、摔倒,無(車輛駕駛者因素),尚未發現肇事因素,死亡0;受傷1,2,,,無或物(動物、堆置物),-1,,,,,,,,,無(非車輛駕駛人因素),尚未發現肇事因素,否,120.520237,24.100256
2023,7,20230702,144900,A2,臺北市政府警察局,臺北市中正區南昌路1段 / 臺北市中正區福州街,雨,無照明,市區道路,50,交岔路,四岔路,交叉路口,交叉口附近,柏油,濕潤,無缺陷,無障礙物,無遮蔽物,良好,行車管制號誌,正常,雙向禁止超車線,無標記,未繪設車道線,未繪設快慢車道分隔線,無,車與車,同向擦撞,駕駛者,未保持行車安全間隔,死亡0;受傷1,1,機車,普通重型,男,41,戴非半罩式安全帽,未使用,車的狀態,向前直行中,機車與自行車,右側車身,,,駕駛者,未保持行車安全間隔,否,121.518908,25.029005
2023,7,20230702,144900,A2,臺北市政府警察局,臺北市中正區南昌路1段 / 臺北市中正區福州街,雨,無照明,市區道路,50,交岔路,四岔路,交叉路口,交叉口附近,柏油,濕潤,無缺陷,無障礙物,無遮蔽物,良好,行車管制號誌,正常,雙向禁止超車線,無標記,未繪設車道線,未繪設快慢車道分隔線,無,車與車,同向擦撞,駕駛者,未保持行車安全間隔,死亡0;受傷1,2,機車,普通重型,女,45,戴非半罩式安全帽,未使用,車的狀態,向前直行中,機車與自行車,左側車身,,,無(車輛駕駛者因素),尚未發現肇事因素,否,121.518908,25.029005
2023,7,20230702,144922,A2,嘉義縣警察局,嘉義縣竹崎鄉竹崎村中山路南側 / 嘉義縣竹崎鄉竹崎村復興路東側,晴,有照明未開啟或故障,村里道路,30,交岔路,四岔路,交叉路口,交叉路口內,柏油,乾燥,無缺陷,無障礙物,無遮蔽物,良好,閃光號誌,正常,無,無分向設施,未繪設車道線,未繪設快慢車道分隔線,無,車與車,路口交岔撞,駕駛者,違反閃光號誌,死亡0;受傷1,1,小客車(含客、貨兩用),自用,男,60,繫安全帶(使用幼童安全椅),未使用,車的狀態,向前直行中,汽車,前車頭,汽車,前車頭,駕駛者,違反閃光號誌,否,120.550953,23.522055
