發生時間,發生地點,死亡受傷人數,車種,經度,緯度
107年10月08日 18時08分00秒,臺南市佳里區忠孝路242號附近,死亡1;受傷0,行人-人;自用-小貨車(含客、貨兩用),120.169813,23.169956
107年10月08日 18時20分00秒,嘉義市西區福全里友愛路前0.0公尺,死亡1;受傷0,自用-小客車;行人-人,120.434353,23.478231
107年10月08日 21時03分00秒,雲林縣斗六市中興路132段37號附近,死亡1;受傷0,普通重型-機車,120.575513,23.727400
107年10月09日 07時51分00秒,屏東縣屏東市環河路北側 / 屏東縣屏東市堤防產業道路,死亡1;受傷0,營業用-曳引車;普通重型-機車,120.445493,22.665551
107年10月09日 12時00分00秒,雲林縣古坑鄉新庄村雲213線新光段旁產業道路旁下方竹林,死亡1;受傷0,腳踏自行車-慢車,120.584559,23.692065
107年10月09日 13時07分00秒,彰化縣福興鄉番社村柳橋路6段前0.0公尺,死亡1;受傷1,普通重型-機車;自用-小貨車(含客、貨兩用);乘客-人,120.453628,24.018627
107年10月09日 16時56分21秒,花蓮縣壽豐鄉豐裡村中山路口 / 花蓮縣壽豐鄉豐裡村豐正路口,死亡1;受傷1,普通輕型-機車;自用-小客車,121.494931,23.841851
107年10月09日 17時50分00秒,臺南市新營區民榮里新榮路西側 / 臺南市新營區民榮里新榮四街北側,死亡1;受傷0,普通重型-機車;自用-小客車;自用-小客車,120.299548,23.300856
107年10月10日 07時00分14秒,臺南市麻豆區巷口里新生南路611號前0.0公尺,死亡1;受傷0,自用-小客車,120.251613,23.176992
107年10月11日 12時15分42秒,宜蘭縣頭城鎮頭城火車站前,死亡1;受傷3,自用-小客車;普通重型-機車;乘客-人;普通重型-機車;行人-人;行人-人,121.822669,24.858095
107年10月11日 17時45分00秒,臺北市松山區南京東路4段21號前0.0公尺,死亡3;受傷1,自用-小客車;行人-人;行人-人;行人-人;自用-小貨車(含客、貨兩用);普通重型-機車;普通重型-機車;普通重型-機車;普通重型-機車;普通重型-機車;普通重型-機車;普通重型-機車;普通重型-機車;普通重型-機車;普通重型-機車;普通重型-機車,121.550155,25.051954
107年10月12日 01時10分00秒,高雄市燕巢區國道10號 19公里100.0公尺處東側向外側,死亡1;受傷0,營業用-小貨車(含客、貨兩用);自用-大貨車,120.382228,22.759615
107年10月12日 02時24分00秒,高雄市鳳山區國道1號 369公里400.0公尺處南側向中內,死亡1;受傷2,電動自行車-慢車;自用-小貨車(含客、貨兩用);自用-小客車;乘客-人,120.336866,22.618118
107年10月12日 08時58分00秒,高雄市鳳山區村建國路1段 / 高雄市鳳山區鳳仁路,死亡1;受傷0,營業用-曳引車;普通重型-機車,120.367331,22.634687
107年10月12日 12時45分00秒,臺南市玉井區台20線 31公里600.0公尺處東側向外側,死亡1;受傷1,自用-小客車;乘客-人,120.433350,23.091025
107年10月12日 16時09分00秒,臺中市龍井區忠和里臨港路二段65號前0.0公尺,死亡1;受傷0,營業用-半聯結車;普通重型-機車,120.509776,24.219768
107年10月13日 03時33分13秒,桃園市蘆竹區國道2號 5公里300.0公尺處西側向交流道,死亡1;受傷1,計程車-小客車;乘客-人,121.242764,25.032952
107年10月13日 08時18分00秒,臺中市大肚區國道1號 188公里700.0公尺處北側向中線,死亡1;受傷0,自用-小客車;自用-小貨車(含客、貨兩用),120.576835,24.130027
107年10月13日 10時10分00秒,嘉義縣番路鄉江西村159甲線號公路7.7公里附近,死亡1;受傷0,普通重型-機車,120.509429,23.475921
107年10月13日 10時15分00秒,高雄市內門區內門94號號前0.0公尺,死亡1;受傷1,電動自行車-慢車;普通重型-機車,120.462543,22.943416
107年10月13日 17時24分00秒,新北市板橋區華江一路 / 新北市板橋區華江二路,死亡1;受傷0,普通重型-機車;自用-小貨車(含客、貨兩用),121.470823,25.034292
107年10月14日 17時38分52秒,屏東縣牡丹鄉旭海村旭海路42之1號前0.0公尺,死亡1;受傷0,行人-人;自用-小客車,120.881283,22.192964
107年10月15日 04時03分58秒,宜蘭縣三星鄉健富路1段北側 / 宜蘭縣三星鄉上將路5段東側,死亡1;受傷0,自用-小貨車(含客、貨兩用);營業用-曳引車,121.688988,24.681497
107年10月15日 09時15分00秒,臺北市北投區大度路2段 / 臺北市北投區大度路2段,死亡1;受傷0,消防車-特種車,121.486077,25.121750
107年10月15日 11時46分00秒,臺中市東區東門路28巷前0.0公尺,死亡1;受傷0,普通重型-機車;自用-小客車,120.695500,24.126148
107年10月15日 16時11分00秒,高雄市大寮區村立德路149號前0.0公尺,死亡1;受傷0,普通重型-機車;普通重型-機車,120.384471,22.629031
107年10月15日 16時15分00秒,彰化縣埔鹽鄉永平村番金路前0.0公尺,死亡1;受傷1,普通重型-機車;自用-小貨車(含客、貨兩用);乘客-人,120.431116,24.013202
107年10月15日 22時01分00秒,新北市板橋區文化路1段 / 新北市板橋區民權路,死亡1;受傷0,自用-小客車;普通重型-機車,121.465128,25.018586
107年10月16日 09時25分10秒,桃園市八德區大福里介壽路1段與國道2號橋下便道口,死亡1;受傷0,普通重型-機車;自用-小貨車(含客、貨兩用),121.302351,24.974167
107年10月16日 11時52分00秒,高雄市前金區村中華四路 / 高雄市前金區新田路,死亡1;受傷0,普通重型-機車;自用-小貨車(含客、貨兩用),120.299150,22.620785
107年10月16日 13時08分23秒,新竹市東區寶山路2號,死亡1;受傷2,普通重型-機車;普通重型-機車;普通重型-機車;普通重型-機車,120.973025,24.794273
107年10月16日 20時29分00秒,高雄市三民區村九如三路268巷前0.0公尺,死亡1;受傷0,普通重型-機車,120.284582,22.644439
107年10月17日 06時27分20秒,臺南市官田區隆田里中山路2段191之1號前0.0公尺,死亡1;受傷0,普通重型-機車,120.297822,23.197998
107年10月18日 07時11分00秒,高雄市路竹區村大公路華山路號前0.0公尺,死亡1;受傷0,普通重型-機車,120.228233,22.854970
107年10月18日 07時35分08秒,南投縣埔里鎮水頭里水頭路18號北側,死亡1;受傷0,腳踏自行車-慢車;自用-小客車,120.970576,23.941002
107年10月18日 17時31分00秒,金門縣金寧鄉瓊安路安岐路口,死亡1;受傷0,自用-小客車;普通重型-機車,118.324305,24.460321
107年10月19日 07時37分00秒,臺中市清水區菁埔里中華北路前0.0公尺,死亡1;受傷0,普通重型-機車;自用-小貨車(含客、貨兩用),120.596731,24.305909
107年10月19日 12時35分33秒,雲林縣東勢鄉龍潭村158線道路口近152526電桿,死亡1;受傷0,普通重型-機車;自用-小客車,120.233842,23.690217
107年10月19日 13時47分47秒,屏東縣屏東市環河路,死亡1;受傷0,自用-小客車,120.447061,22.670519
107年10月19日 16時20分40秒,花蓮縣秀林鄉和平村和平路208-12號前0.0公尺西側,死亡1;受傷0,行人-人;租賃車-小客車;自用-小客車,121.749445,24.307775
107年10月19日 17時59分00秒,臺北市文山區萬美街1段 / 臺北市文山區萬安街,死亡1;受傷0,自用-小客車;行人-人,121.570459,25.002356
107年10月20日 01時27分48秒,臺南市下營區國道1號 297公里500.0公尺處南側向內側,死亡2;受傷3,自用-小客車;自用-小客車;自用-小客車;乘客-人;乘客-人;乘客-人,120.245830,23.234474
107年10月20日 02時00分00秒,雲林縣西螺鎮埤頭里籃厝公墓(廣興枝54號電桿處),死亡1;受傷0,普通重型-機車,120.463100,23.774559
107年10月20日 08時02分00秒,新北市三重區重新堤外道路前0.0公尺,死亡1;受傷0,普通重型-機車,121.500000,25.066667
107年10月20日 21時29分00秒,新北市新莊區壽山路 / 新北市新莊區無名路,死亡1;受傷1,自用-小貨車(含客、貨兩用);普通重型-機車;普通重型-機車,121.406958,25.039842
107年10月20日 23時56分00秒,臺中市神岡區圳堵里神清路214號前0.0公尺,死亡1;受傷0,自用-小客車;行人-人,120.656965,24.269860
107年10月21日 06時59分00秒,新北市五股區9號越堤道前0.0公尺,死亡1;受傷0,普通重型-機車,121.419678,25.078165
107年10月21日 09時46分00秒,高雄市大寮區村鳳林四路14號前0.0公尺,死亡1;受傷1,普通重型-機車;普通重型-機車,120.389639,22.613406
107年10月21日 15時23分00秒,新北市五股區疏洪六路前0.0公尺,死亡1;受傷0,普通輕型-機車;民營客運-大客車,121.454638,25.078158
107年10月21日 17時44分00秒,屏東縣南州鄉勝利路153號,死亡1;受傷1,普通重型-機車;行人-人,120.521410,22.489789
107年10月21日 18時50分07秒,臺南市南區夏林路206號前0.0公尺,死亡1;受傷0,自用-小客車;行人-人,120.195070,22.979914
107年10月21日 20時48分00秒,臺南市新化區太平里中正路口 / 臺南市新化區太平里中正路,死亡1;受傷1,自用-小客車;普通重型-機車,120.304950,23.042806
107年10月21日 21時39分00秒,新北市新莊區大漢橋路前0.0公尺,死亡1;受傷0,行人-人;自用-小客車,121.461023,25.037234
107年10月22日 09時05分36秒,苗栗縣後龍鎮國道3號 128公里北側向內側,死亡1;受傷1,營業用-半聯結車;自用-小貨車(含客、貨兩用);乘客-人;乘客-人;自用-小客車;自用-小客車;自用-小貨車(含客、貨兩用),120.798548,24.607888
107年10月22日 19時21分00秒,新北市中和區興南路2段46號前0.0公尺,死亡1;受傷0,普通重型-機車;民營客運-大客車,121.506688,24.985193
107年10月23日 09時35分00秒,臺南市柳營區台1線 295公里100.0公尺處北側向外側,死亡1;受傷0,普通重型-機車,120.325321,23.281185
107年10月23日 12時13分00秒,高雄市三民區村建工路508號前0.0公尺前,死亡1;受傷1,自用-小客車;腳踏自行車-慢車;普通重型-機車;普通重型-機車;普通重型-機車;普通重型-機車;普通重型-機車;普通重型-機車;普通重型-機車;普通重型-機車;普通重型-機車;普通重型-機車;普通重型-機車;普通重型-機車;普通重型-機車;普通重型-機車;普通重型-機車;普通重型-機車;普通重型-機車;普通重型-機車;普通重型-機車;普通重型-機車;腳踏自行車-慢車;腳踏自行車-慢車,120.301520,22.627160
107年10月23日 14時08分00秒,南投縣集集鎮台16線 7公里700.0公尺處東側向外側,死亡1;受傷0,營業用-半聯結車;普通重型-機車,120.791954,23.821748
107年10月24日 08時55分00秒,臺中市沙鹿區六路里臺灣大道路六段前0.0公尺,死亡1;受傷1,普通重型-機車;行人-人,120.580429,24.216066
107年10月24日 10時42分00秒,新北市土城區裕民路153號前0.0公尺,死亡1;受傷0,自用-小客車;行人-人,121.452239,24.985993
107年10月25日 14時01分00秒,屏東縣潮州鎮民安路與復興路41巷口,死亡1;受傷1,普通重型-機車;普通重型-機車,120.553057,22.521014
107年10月25日 17時21分00秒,新北市淡水區中山北路1段 / 新北市淡水區大義街,死亡1;受傷0,自用-小貨車(含客、貨兩用);行人-人,121.444230,25.179598
107年10月25日 21時47分48秒,嘉義縣民雄鄉國道1號 257公里北側向外側,死亡2;受傷0,營業用-大貨車;乘客-人,120.411644,23.543027
107年10月26日 00時27分32秒,雲林縣虎尾鎮延平里145公路中南35-10號,死亡1;受傷1,普通重型-機車;自用-小客車,120.420693,23.694760
107年10月26日 03時16分00秒,桃園市中壢區中園路2段口 / 桃園市中壢區內定九街口,死亡1;受傷0,自用-小客車;普通重型-機車,121.228936,25.004213
107年10月26日 12時00分52秒,臺南市仁德區保安里二仁路1段前0.0公尺,死亡1;受傷1,普通重型-機車;腳踏自行車-慢車,120.225980,22.915763
107年10月27日 09時45分00秒,新竹市北區中正路東側 / 新竹市北區鐵道路3段東側,死亡1;受傷0,自用-小客車;普通重型-機車,120.957303,24.816449
107年10月28日 09時52分00秒,臺南市柳營區中埕里柳營路南側 / 臺南市柳營區中埕里長榮路東側,死亡1;受傷0,自用-小客車;普通重型-機車,120.313429,23.269212
107年10月28日 09時55分00秒,雲林縣林內鄉林北村中正東路40-2號前0.0公尺,死亡1;受傷1,自用-小客車;乘客-人,120.624744,23.765704
107年10月28日 14時30分00秒,桃園市大溪區埔頂路1段口 / 桃園市大溪區埔頂路1段口,死亡1;受傷1,普通重型-機車;自用-小貨車(含客、貨兩用);乘客-人,121.272028,24.920272
107年10月28日 22時44分00秒,桃園市楊梅區永美路口 / 桃園市楊梅區永美路口,死亡1;受傷1,自用-小貨車(含客、貨兩用);普通重型-機車;乘客-人,121.177708,24.913674
107年10月30日 00時33分00秒,新北市新莊區思源路 / 新北市新莊區長青街,死亡1;受傷0,普通重型-機車;自用-小客車,121.460423,25.042322
107年10月31日 18時30分30秒,臺南市關廟區山西里南雄路2段527號前0.0公尺附近,死亡1;受傷0,普通重型-機車;自用-小客車,120.326812,22.968127
107年10月31日 18時31分00秒,嘉義縣竹崎鄉灣橋村159線25公里400公尺處,死亡1;受傷0,自用-小客車;普通重型-機車,120.489133,23.493427
107年11月01日 00時00分05秒,桃園市八德區東勇街51號,死亡1;受傷0,普通重型-機車;自用-小客車;自用-小客車,121.306657,24.961699
107年11月01日 07時56分42秒,桃園市中壢區高鐵北路2段口 / 桃園市中壢區領航南路4段口,死亡1;受傷0,營業用-全聯結車;行人-人,121.219207,25.016828
107年11月01日 10時10分20秒,南投縣埔里鎮東興一街口 / 南投縣埔里鎮民富路口,死亡1;受傷0,自用-小貨車(含客、貨兩用);行人-人,120.969538,23.958313
107年11月01日 17時00分00秒,雲林縣水林鄉松北村雲153公路公所路燈090115號前,死亡1;受傷0,大型重型2(250-550C.C.)-機車,120.231112,23.524562
107年11月01日 17時30分48秒,南投縣草屯鎮北勢里玉屏路41之5號西側,死亡1;受傷1,普通重型-機車;行人-人,120.719982,23.997682
107年11月02日 00時14分00秒,彰化縣彰化市陽明里三民路 / 彰化縣彰化市陽明里建國南路,死亡2;受傷0,自用-小客車;普通重型-機車;乘客-人,120.551629,24.087375
107年11月02日 10時40分00秒,桃園市大溪區員林路1段口 / 桃園市大溪區新興街口,死亡1;受傷0,普通重型-機車;公營客運-大客車,121.281983,24.898475
107年11月02日 17時31分00秒,新竹縣新埔鎮文山里文山路48號西側,死亡1;受傷2,行人-人;普通重型-機車;乘客-人,121.064196,24.825372
107年11月02日 17時59分00秒,高雄市大寮區里188縣道002449路燈號前0.0公尺,死亡1;受傷0,普通重型-機車,120.428759,22.591964
107年11月02日 18時24分00秒,新北市汐止區大同路2段 / 新北市汐止區大同路2段,死亡1;受傷0,自用-小客車;普通重型-機車,121.653908,25.066012
107年11月03日 09時40分00秒,雲林縣四湖鄉羊調村中洋北路17號前0.0公尺附近,死亡1;受傷0,自用-小客車;普通重型-機車,120.196509,23.641135
107年11月03日 13時35分20秒,雲林縣崙背鄉大有村產業道路(防汛道路)W89 2777575號電表處,死亡1;受傷0,普通重型-機車,120.303571,23.767777
107年11月04日 05時12分00秒,新北市三重區重新路5段 / 新北市三重區光復路,死亡1;受傷0,普通重型-機車;自用-小客車,121.468543,25.044136
107年11月04日 06時05分00秒,新北市新莊區中正路510號前0.0公尺,死亡1;受傷0,自用-小客車,121.434105,25.032937
107年11月04日 08時42分00秒,高雄市三民區里中華三路 / 高雄市三民區三民街,死亡1;受傷1,自用-小客車;普通重型-機車;普通重型-機車;自用-小客車;自用-小客車,120.293268,22.636101
107年11月04日 12時35分14秒,屏東縣屏東市台1線 392.8公里北側向機、慢車道,死亡1;受傷0,普通重型-機車;其他人-人,120.443716,22.649036
107年11月04日 12時53分00秒,嘉義縣大埔鄉台3線 349公里700.0公尺處北側,死亡1;受傷0,普通重型-機車,120.582403,23.267151
107年11月04日 14時45分53秒,南投縣鹿谷鄉瑞田村集連巷2號旁,死亡1;受傷0,普通重型-機車,120.783808,23.806005
107年11月04日 16時27分00秒,臺北市士林區中山北路5段6號前0.0公尺,死亡1;受傷0,大型重型1(550C.C.以上)-機車;自用-小客車,121.524635,25.081244
107年11月04日 17時28分48秒,花蓮縣壽豐鄉池南村池南路2段58號前0.0公尺東側,死亡1;受傷0,普通重型-機車;自用-小貨車(含客、貨兩用),121.505775,23.918213
107年11月04日 19時35分00秒,彰化縣員林市林厝里東彰路9段 / 彰化縣員林市林厝里山腳路1段,死亡1;受傷0,腳踏自行車-慢車;自用-小客車,120.599094,23.939787
107年11月05日 06時26分00秒,臺北市松山區富錦街 / 臺北市松山區新東街,死亡1;受傷0,自用-小貨車(含客、貨兩用);行人-人,121.565365,25.061111
107年11月05日 08時05分00秒,嘉義縣太保市後潭里產業道路(近衛生所),死亡1;受傷0,自用-小客車;普通重型-機車,120.339407,23.457212
107年11月05日 13時36分24秒,臺南市仁德區中洲85號之1(中洲保安宮前路口),死亡1;受傷0,自用-小客車;普通重型-機車,120.250454,22.907727
107年11月06日 06時37分00秒,桃園市中壢區中榮里中正路南側 / 桃園市中壢區中榮里延平路口,死亡1;受傷0,民營客運-大客車;行人-人,121.222567,24.954974
107年11月06日 08時23分38秒,臺南市新化區台20線 16公里400.0公尺處南側向內側,死亡1;受傷0,普通重型-機車;自用-小客車,120.335741,23.063502
107年11月06日 08時38分00秒,臺北市中山區民權東路3段 / 臺北市中山區復興北路,死亡1;受傷1,普通重型-機車;行人-人,121.544135,25.062151
107年11月06日 09時30分00秒,臺南市玉井區台84線 40公里800.0公尺處口,死亡1;受傷0,自用-小客車;普通重型-機車,120.453826,23.121974
107年11月06日 17時12分00秒,彰化縣二林鎮豐田里太平路 / 彰化縣二林鎮豐田里正思街,死亡1;受傷0,自用-小貨車(含客、貨兩用);腳踏自行車-慢車,120.381735,23.903526
107年11月06日 20時30分00秒,新北市石碇區碇坪路1段78號號前1.0公尺,死亡1;受傷0,行人-人;民營公車-大客車,121.663062,24.989467
107年11月06日 21時31分00秒,屏東縣長治鄉德和路51號燈桿約10公尺處,死亡1;受傷0,普通重型-機車,120.528009,22.714214
107年11月06日 22時57分00秒,嘉義市西區保福里世賢路1段前0.0公尺,死亡1;受傷0,自用-小客車;普通重型-機車,120.429422,23.491167
107年11月07日 11時00分12秒,宜蘭縣礁溪鄉武暖路口 / 宜蘭縣礁溪鄉南北十一路口,死亡1;受傷2,計程車-小客車;自用-小客車;乘客-人,121.769899,24.774983
107年11月07日 15時54分00秒,新竹市東區明湖路520號前0.0公尺,死亡1;受傷1,普通重型-機車;普通重型-機車,120.967415,24.779166
107年11月07日 19時07分00秒,桃園市楊梅區梅獅路2段口 / 桃園市楊梅區蘋果路口,死亡1;受傷0,普通重型-機車,121.181333,24.901619
107年11月08日 12時28分00秒,新竹市北區新竹臺大醫院前,死亡1;受傷3,自用-小客車;普通重型-機車;普通重型-機車;自用-小客車;自用-小客車;普通重型-機車;乘客-人;自用-小客車,120.979437,24.816078
107年11月08日 19時05分00秒,花蓮縣新城鄉嘉里路口 / 花蓮縣新城鄉嘉新路口,死亡1;受傷3,普通重型-機車;自用-小客車;乘客-人;乘客-人,121.609086,24.009608
107年11月08日 21時46分00秒,高雄市仁武區村水管路3段512號前0.0公尺,死亡1;受傷0,普通重型-機車,120.363200,22.702790
107年11月08日 22時20分21秒,南投縣中寮鄉義和村永平路447-15號前1.0公尺北側,死亡1;受傷0,普通重型-機車,120.725170,23.895009
107年11月09日 00時26分00秒,桃園市桃園區介壽路555巷132之1號前0.0公尺南側,死亡1;受傷0,普通重型-機車,121.304975,24.974106
107年11月09日 04時41分00秒,臺中市大雅區文雅里中山北路199巷前0.0公尺,死亡1;受傷0,自用-小客車;行人-人,120.646524,24.219475
107年11月09日 04時50分00秒,宜蘭縣宜蘭市慈安路35號前0.0公尺南側,死亡1;受傷0,自用-小客車;腳踏自行車-慢車,121.761675,24.758754
107年11月09日 06時18分00秒,新竹縣新埔鎮竹115線33.5K處,死亡1;受傷0,普通重型-機車,121.085015,24.802916
107年11月09日 07時09分00秒,臺北市大安區光復南路202號前0.0公尺,死亡1;受傷0,自用-小客車;普通重型-機車,121.557613,25.042126
107年11月09日 14時51分00秒,臺中市梧棲區頂寮里四維中路157巷前0.0公尺,死亡1;受傷0,自用-小客車;自用-小客車;普通重型-機車,120.537341,24.260238
107年11月09日 18時10分00秒,屏東縣長治鄉永興路11之3號前0.0公尺,死亡1;受傷1,普通重型-機車;腳踏自行車-慢車,120.515198,22.672919
107年11月09日 19時30分00秒,彰化縣彰化市阿夷里建國北路 / 彰化縣彰化市阿夷里建國東路,死亡1;受傷0,普通重型-機車;自用-小客車,120.550036,24.093186
107年11月09日 22時04分00秒,高雄市鳥松區松藝路鳥松0028燈號前0.0公尺,死亡1;受傷0,普通重型-機車,120.341113,22.663396
107年11月10日 06時16分00秒,臺中市太平區永成里長億路前0.0公尺,死亡1;受傷0,民營公車-大客車;行人-人,120.721526,24.119926
107年11月10日 08時16分00秒,臺北市萬華區西藏路 / 臺北市萬華區萬大路,死亡1;受傷0,營業用-半聯結車;腳踏自行車-慢車,121.500460,25.029435
107年11月10日 08時26分45秒,花蓮縣新城鄉順安村北三棧20號前40.0公尺北側,死亡1;受傷4,自用-小客車;乘客-人;乘客-人;乘客-人;乘客-人,121.619373,24.106171
107年11月10日 10時25分00秒,新北市板橋區浮洲橋機車專用道前0.0公尺,死亡1;受傷0,普通重型-機車,121.467731,25.006527
107年11月10日 13時36分00秒,新竹縣竹北市自強南路與文興路,死亡1;受傷1,自用-小客車;自用-小客車;自用-小客車;普通重型-機車;行人-人,121.023197,24.813090
107年11月10日 17時25分00秒,嘉義縣中埔鄉和興村中華路727號前0.0公尺,死亡1;受傷1,普通重型-機車;自用-小客車;自用-小貨車(含客、貨兩用),120.458371,23.447606
107年11月10日 21時54分00秒,高雄市三民區里吉林街263號前0.0公尺,死亡1;受傷1,普通重型-機車;行人-人;行人-人,120.306619,22.648029
107年11月11日 05時14分00秒,宜蘭縣冬山鄉協松路51號前0.0公尺附近,死亡1;受傷1,普通重型-機車;行人-人,121.797743,24.650845
107年11月11日 10時11分00秒,新北市坪林區北宜公路前0.0公尺,死亡1;受傷0,大型重型2(250-550C.C.)-機車,121.720231,24.901738
107年11月11日 16時40分00秒,南投縣國姓鄉台14線 45公里附近,死亡1;受傷1,普通重型-機車;乘客-人,120.868025,23.983381
107年11月12日 13時05分00秒,高雄市路竹區里順安路 / 高雄市路竹區新興路,死亡1;受傷1,自用-大貨車;普通重型-機車;普通重型-機車,120.241100,22.840350
107年11月12日 14時35分00秒,彰化縣芳苑鄉漢寶村草漢路漢寶段610弄前0.0公尺,死亡1;受傷0,普通重型-機車;自用-大貨車,120.385956,24.008960
107年11月12日 14時44分59秒,屏東縣新園鄉平和路西側 / 屏東縣新園鄉新南路南側,死亡1;受傷1,普通重型-機車;普通重型-機車,120.454711,22.526277
107年11月12日 17時48分37秒,屏東縣獅子鄉台九線469.8K 往台東,死亡1;受傷1,自用-小貨車(含客、貨兩用);營業用-曳引車,120.741152,22.204802
107年11月12日 20時01分00秒,新北市蘆洲區三民路 / 新北市蘆洲區民族路,死亡1;受傷1,腳踏自行車-慢車;普通重型-機車,121.475738,25.083015
107年11月12日 23時40分28秒,彰化縣和美鎮國道3號 193公里500.0公尺處南側向外側,死亡1;受傷2,自用-小客車;自用-小客車;自用-小客車;其他人-人;其他人-人;其他人-人,120.526804,24.129600
107年11月13日 09時54分00秒,高雄市小港區里北林路前0.0公尺,死亡1;受傷0,營業用-半聯結車;普通重型-機車,120.369878,22.557611
107年11月13日 10時31分00秒,雲林縣西螺鎮大新里154公路,死亡1;受傷0,大型重型2(250-550C.C.)-機車,120.486589,23.792711
107年11月13日 17時57分00秒,高雄市岡山區里大仁北路406號前0.0公尺,死亡1;受傷1,普通重型-機車;腳踏自行車-慢車,120.302245,22.792931
107年11月13日 18時31分00秒,臺北市中山區堤頂大道2段 / 臺北市中山區樂群二路,死亡1;受傷0,大型重型2(250-550C.C.)-機車;自用-小客車,121.562594,25.080507
107年11月13日 18時38分42秒,桃園市大溪區康莊路與月眉路口(O107110102南雅所),死亡1;受傷1,自用-小貨車(含客、貨兩用);普通重型-機車;乘客-人,121.286251,24.887498
107年11月13日 23時10分36秒,雲林縣東勢鄉台78線,死亡1;受傷3,自用-小貨車(含客、貨兩用);自用-小客車;乘客-人;乘客-人,120.265622,23.687308
107年11月14日 09時04分00秒,嘉義縣民雄鄉福樂村埤角336號,死亡1;受傷2,自用-小客車;普通重型-機車;普通重型-機車;普通重型-機車;營業用-大貨車;普通重型-機車,120.440936,23.525343
107年11月14日 09時31分19秒,臺南市新營區太北里省道臺19甲線太子宮146之6號前8.0公尺,死亡1;受傷0,自用-小貨車(含客、貨兩用);普通重型-機車,120.274293,23.293920
107年11月14日 09時40分08秒,臺南市關廟區埤頭里關新路2段西側 / 臺南市關廟區埤頭里關新路2段東側,死亡1;受傷0,自用-小貨車(含客、貨兩用);普通重型-機車,120.308616,23.002244
107年11月14日 19時35分46秒,雲林縣斗六市產業道路大B61電桿前,死亡1;受傷0,普通重型-機車,120.522100,23.711490
107年11月15日 12時55分01秒,南投縣國姓鄉石門村中興路5號前0.0公尺北側,死亡1;受傷7,自用-小貨車(含客、貨兩用);自用-小客車;乘客-人;乘客-人;乘客-人;乘客-人;乘客-人;乘客-人,120.859622,24.045648
107年11月15日 20時47分00秒,臺東縣卑南鄉台東縣卑南鄉東興村比利良產業道路,死亡1;受傷1,自用-小貨車(含客、貨兩用);普通重型-機車,121.050839,22.768866
107年11月16日 12時13分55秒,宜蘭縣宜蘭市民權路3段96號前0.0公尺附近,死亡1;受傷1,普通重型-機車;自用-大貨車;乘客-人,121.739501,24.759422
107年11月16日 13時55分00秒,新竹縣竹北市國道1號 91公里500.0公尺處北側向外側,死亡1;受傷0,營業用-大貨車;自用-小客車,121.014197,24.818451
107年11月16日 15時15分00秒,臺南市白河區縣165線 11公里南側向內側,死亡1;受傷0,自用-大貨車;普通重型-機車,120.426854,23.367316
107年11月16日 16時03分00秒,高雄市路竹區里復興路 / 高雄市路竹區復興路,死亡1;受傷0,普通重型-機車;營業用-大貨車,120.286325,22.832073
107年11月16日 16時51分00秒,金門縣金城鎮環島北路一段61號「世明傢俱」前,死亡1;受傷0,自用-小貨車(含客、貨兩用);普通重型-機車,118.323766,24.442251
107年11月17日 06時45分00秒,臺北市士林區中正路305巷前0.0公尺,死亡1;受傷0,自用-小貨車(含客、貨兩用);行人-人,121.523677,25.094755
107年11月17日 15時04分00秒,臺北市中山區民權東路3段 / 臺北市中山區龍江路,死亡1;受傷1,普通重型-機車;行人-人,121.540787,25.062276
107年11月17日 21時58分00秒,臺中市大里區金城里文化街59號前0.0公尺,死亡1;受傷0,普通重型-機車;自用-小客車;乘客-人,120.699375,24.089945
107年11月17日 22時20分00秒,臺北市中山區民生東路1段 / 臺北市中山區林森北路,死亡1;受傷0,遊覽車-大客車;行人-人,121.525535,25.058050
107年11月18日 03時13分00秒,新北市金山區臺2甲線道路前0.0公尺,死亡1;受傷0,普通重型-機車;自用-小客車,121.592360,25.195417
107年11月18日 05時06分00秒,彰化縣二林鎮後厝里太平路1段78號前0.0公尺,死亡1;受傷0,自用-小客車;行人-人;自用-小客車,120.378915,23.901310
107年11月18日 10時30分04秒,嘉義縣大林鎮三和里162線10K處,死亡1;受傷1,普通重型-機車;自用-小客車,120.482944,23.605100
107年11月18日 11時50分00秒,臺中市西區土庫里五權西路一段237號前0.0公尺,死亡1;受傷0,行人-人;自用-小客車,120.657855,24.140009
107年11月18日 14時56分25秒,屏東縣佳冬鄉大安街與和平路口,死亡1;受傷0,普通重型-機車;自用-小客車,120.555251,22.432613
107年11月18日 21時17分52秒,桃園市大園區橫峰里中山南路一段6.5K附近,死亡1;受傷0,普通重型-機車,121.212916,25.038842
107年11月19日 05時23分00秒,臺東縣臺東市新生路158號前0.0公尺,死亡1;受傷0,行人-人;自用-小貨車(含客、貨兩用),121.148004,22.752717
107年11月19日 10時22分00秒,桃園市中壢區中園路2段口 / 桃園市中壢區萬能路口,死亡1;受傷0,普通重型-機車;營業用-曳引車,121.234657,24.991019
107年11月19日 16時40分00秒,彰化縣芳苑鄉文津村芳草路文津段1270號前0.0公尺,死亡1;受傷1,普通重型-機車;普通重型-機車,120.368250,23.952598
107年11月19日 18時55分00秒,高雄市三民區里汾陽路 / 高雄市三民區黃興路,死亡1;受傷0,自用-小客車;行人-人,120.337718,22.649689
